"Budget","Metric","Design","Method_Gear-FMP","N","n","Effect","EPM","Power"
5250000,"DURATION","FMP.PROX","EM_TRW-GOA",768,36,-0.12,-7,0.06
5250000,"RETAINED_CATCH","FMP.PROX","EM_TRW-GOA",768,36,-4.39,-3.9,0.06
5250000,"SPECIES","FMP.PROX","EM_TRW-GOA",768,36,-0.16,-3.2,0.06
5250000,"DURATION","FMP.PROX","OB_HAL-BSAI",106,46,1.7,22.2,0.5
5250000,"RETAINED_CATCH","FMP.PROX","OB_HAL-BSAI",106,46,0.82,5.9,0.06
5250000,"SPECIES","FMP.PROX","OB_HAL-BSAI",106,46,-0.46,-18.6,0.5
5250000,"DURATION","FMP.PROX","OB_HAL-GOA",1246,97,0.69,19.9,0.74
5250000,"RETAINED_CATCH","FMP.PROX","OB_HAL-GOA",1246,97,1.02,17.3,0.41
5250000,"SPECIES","FMP.PROX","OB_HAL-GOA",1246,97,-0.21,-7.3,0.21
5250000,"DURATION","FMP.PROX","OB_POT-BSAI",255,39,1.79,51.2,0.91
5250000,"RETAINED_CATCH","FMP.PROX","OB_POT-BSAI",255,39,19.68,45.3,0.54
5250000,"SPECIES","FMP.PROX","OB_POT-BSAI",255,39,-0.05,-3.1,0.06
5250000,"DURATION","FMP.PROX","OB_POT-GOA",831,91,0.22,4.6,0.07
5250000,"RETAINED_CATCH","FMP.PROX","OB_POT-GOA",831,91,0.03,0.2,0.05
5250000,"SPECIES","FMP.PROX","OB_POT-GOA",831,91,-0.23,-9.9,0.31
5250000,"DURATION","FMP.PROX","OB_TRW-BSAI",21,11,0.12,4.3,0.05
5250000,"RETAINED_CATCH","FMP.PROX","OB_TRW-BSAI",21,11,-26.83,-39.7,0.16
5250000,"SPECIES","FMP.PROX","OB_TRW-BSAI",21,11,-0.38,-11.7,0.08
5250000,"DURATION","FMP.PROX","OB_TRW-GOA",368,39,0.23,12.3,0.18
5250000,"RETAINED_CATCH","FMP.PROX","OB_TRW-GOA",368,39,3.38,3.4,0.06
5250000,"SPECIES","FMP.PROX","OB_TRW-GOA",368,39,-0.49,-10.1,0.18
5250000,"DURATION","FMP.STATUS_QUO","EM_HAL-BSAI",32,10,2.24,35.8,0.28
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_HAL-BSAI",32,10,0.95,11.9,0.07
5250000,"SPECIES","FMP.STATUS_QUO","EM_HAL-BSAI",32,10,-0.14,-6.1,0.06
5250000,"DURATION","FMP.STATUS_QUO","EM_HAL-GOA",690,207,0.18,4.6,0.19
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_HAL-GOA",690,207,-0.32,-4.3,0.11
5250000,"SPECIES","FMP.STATUS_QUO","EM_HAL-GOA",690,207,-0.17,-5.5,0.23
5250000,"DURATION","FMP.STATUS_QUO","EM_POT-BSAI",57,17,0.11,3.2,0.05
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_POT-BSAI",57,17,-2.58,-5.9,0.06
5250000,"SPECIES","FMP.STATUS_QUO","EM_POT-BSAI",57,17,0.22,13.3,0.11
5250000,"DURATION","FMP.STATUS_QUO","EM_POT-GOA",296,89,-0.12,-2.5,0.05
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_POT-GOA",296,89,-1.61,-10.1,0.12
5250000,"SPECIES","FMP.STATUS_QUO","EM_POT-GOA",296,89,-0.4,-15.4,0.69
5250000,"DURATION","FMP.STATUS_QUO","EM_TRW-GOA",768,256,-0.12,-7,0.1
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","EM_TRW-GOA",768,256,-4.39,-3.9,0.09
5250000,"SPECIES","FMP.STATUS_QUO","EM_TRW-GOA",768,256,-0.16,-3.2,0.11
5250000,"DURATION","FMP.STATUS_QUO","OB_HAL-BSAI",106,9,1.7,22.2,0.18
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_HAL-BSAI",106,9,0.82,5.9,0.05
5250000,"SPECIES","FMP.STATUS_QUO","OB_HAL-BSAI",106,9,-0.46,-18.6,0.17
5250000,"DURATION","FMP.STATUS_QUO","OB_HAL-GOA",1246,109,0.69,19.9,0.78
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_HAL-GOA",1246,109,1.02,17.3,0.45
5250000,"SPECIES","FMP.STATUS_QUO","OB_HAL-GOA",1246,109,-0.21,-7.3,0.23
5250000,"DURATION","FMP.STATUS_QUO","OB_POT-BSAI",255,22,1.79,51.2,0.82
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_POT-BSAI",255,22,19.68,45.3,0.44
5250000,"SPECIES","FMP.STATUS_QUO","OB_POT-BSAI",255,22,-0.05,-3.1,0.06
5250000,"DURATION","FMP.STATUS_QUO","OB_POT-GOA",831,73,0.22,4.6,0.07
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_POT-GOA",831,73,0.03,0.2,0.05
5250000,"SPECIES","FMP.STATUS_QUO","OB_POT-GOA",831,73,-0.23,-9.9,0.26
5250000,"DURATION","FMP.STATUS_QUO","OB_TRW-BSAI",21,2,0.12,4.3,0.05
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_TRW-BSAI",21,2,-26.83,-39.7,0.08
5250000,"SPECIES","FMP.STATUS_QUO","OB_TRW-BSAI",21,2,-0.38,-11.7,0.06
5250000,"DURATION","FMP.STATUS_QUO","OB_TRW-GOA",368,32,0.23,12.3,0.16
5250000,"RETAINED_CATCH","FMP.STATUS_QUO","OB_TRW-GOA",368,32,3.38,3.4,0.06
5250000,"SPECIES","FMP.STATUS_QUO","OB_TRW-GOA",368,32,-0.49,-10.1,0.16
